0.641594,0.76802,0.794955,0.938843,1.30915
0.639469,0.76567,0.79257,0.93622,1.30568
0.637344,0.763342,0.790169,0.933507,1.30222
0.635219,0.760933,0.787911,0.930818,1.29875
0.633094,0.758584,0.785338,0.928061,1.29528
0.630969,0.756234,0.782953,0.925371,1.29181
0.628844,0.754036,0.780614,0.922688,1.28834
0.62672,0.751686,0.778228,0.92007,1.28487
0.624595,0.748942,0.775875,0.91724,1.2814
0.62247,0.746594,0.773306,0.914627,1.27793
0.620346,0.744245,0.77092,0.911937,1.27446
0.618221,0.741896,0.768535,0.909227,1.27099
0.616096,0.739696,0.766239,0.906606,1.26752
0.613972,0.737347,0.763853,0.903924,1.26405
0.611848,0.734613,0.761697,0.901093,1.26059
0.609723,0.732165,0.759254,0.898501,1.25712
0.607599,0.729817,0.756869,0.895781,1.25365
0.605475,0.727469,0.754484,0.893101,1.25018
0.603351,0.725121,0.752099,0.890421,1.24671
0.601227,0.722768,0.749675,0.887741,1.24324
0.599103,0.72042,0.747041,0.885134,1.23978
0.59698,0.718091,0.744863,0.882444,1.23631
0.594856,0.715819,0.742282,0.879799,1.23284
0.592733,0.713472,0.739898,0.877081,1.22937
0.590609,0.711124,0.737514,0.87434,1.22591
0.588486,0.709129,0.735117,0.871652,1.22244
0.586363,0.706781,0.732734,0.869002,1.21897
0.58424,0.704412,0.730156,0.866413,1.2155
0.582117,0.70208,0.727924,0.863745,1.21204
0.579995,0.699723,0.725527,0.860968,1.20857
0.577872,0.697366,0.723131,0.858255,1.20511
0.57575,0.695425,0.720723,0.855491,1.20164
0.573628,0.692743,0.71848,0.852855,1.19817
0.571506,0.690408,0.716085,0.850149,1.19471
0.569384,0.688071,0.713565,0.847452,1.19124
0.567262,0.685736,0.711168,0.844738,1.18778
0.565141,0.683401,0.708772,0.842023,1.18432
0.56302,0.681066,0.706376,0.839342,1.18085
0.560899,0.678732,0.70398,0.836611,1.17739
0.558778,0.67656,0.701695,0.833899,1.17392
0.556657,0.674221,0.699299,0.831218,1.17046
0.554537,0.671883,0.696902,0.828577,1.167
0.552417,0.669506,0.6946,0.825863,1.16354
0.550297,0.667172,0.692175,0.823116,1.16007
0.548177,0.66454,0.689835,0.820494,1.15661
0.546057,0.662207,0.687448,0.817765,1.15315
0.543938,0.65987,0.685052,0.815087,1.14969
0.541819,0.657553,0.682493,0.812435,1.14623
0.5397,0.655214,0.680098,0.809758,1.14277
0.537582,0.652544,0.677616,0.80702,1.13931
0.535464,0.650202,0.67522,0.804277,1.13585
0.533346,0.64786,0.672824,0.801572,1.13239
0.531228,0.645518,0.670428,0.798876,1.12893
0.529111,0.643174,0.66803,0.796145,1.12547
0.526994,0.640463,0.665477,0.793478,1.12201
0.524877,0.638123,0.663083,0.790848,1.11855
0.52276,0.635584,0.660828,0.788166,1.1151
0.520644,0.633245,0.658434,0.785451,1.11164
0.518528,0.630972,0.655983,0.782781,1.10818
0.516413,0.628633,0.65359,0.780051,1.10473
0.514297,0.626263,0.65111,0.77738,1.10127
0.512182,0.623925,0.648717,0.77473,1.09782
0.510068,0.621588,0.646325,0.772034,1.09436
0.507953,0.619222,0.64417,0.769321,1.09091
0.505839,0.616886,0.641778,0.766586,1.08745
0.503726,0.614637,0.639441,0.763913,1.084
0.501612,0.612252,0.637192,0.761186,1.08055
0.4995,0.609702,0.634685,0.758592,1.0771
0.497387,0.607367,0.632304,0.755953,1.07364
0.495275,0.605031,0.629923,0.753241,1.07019
0.493163,0.602731,0.627641,0.75058,1.06674
0.491051,0.600397,0.625261,0.747857,1.06329
0.48894,0.59803,0.622852,0.745226,1.05984
0.48683,0.595699,0.620357,0.742528,1.0564
0.484719,0.592969,0.618188,0.739865,1.05295
0.482609,0.590639,0.615718,0.737137,1.0495
0.4805,0.588535,0.613186,0.734521,1.04605
0.478391,0.586222,0.610863,0.731895,1.04261
0.476282,0.583804,0.608515,0.729241,1.03916
0.474174,0.581098,0.606148,0.726583,1.03571
0.472066,0.579046,0.603862,0.723856,1.03227
0.469959,0.576715,0.601479,0.721158,1.02883
0.467852,0.574424,0.599002,0.718464,1.02538
0.465745,0.571933,0.596583,0.715799,1.02194
0.463639,0.569603,0.594204,0.713111,1.0185
0.461533,0.567274,0.591824,0.710409,1.01506
0.459428,0.564965,0.589532,0.707706,1.01161
0.457323,0.562587,0.587115,0.705033,1.00817
0.455219,0.560259,0.584906,0.702398,1.00474
0.453115,0.557606,0.582389,0.699765,1.0013
0.451012,0.555198,0.579931,0.697114,0.997858
0.448909,0.55287,0.577554,0.694431,0.994421
0.446806,0.550542,0.575348,0.691822,0.990984
0.444704,0.548215,0.572973,0.689158,0.987548
0.442603,0.545889,0.570599,0.686456,0.984113
0.440502,0.543735,0.568162,0.683755,0.980678
0.438402,0.541072,0.565982,0.681097,0.977244
0.436302,0.538768,0.5638,0.678457,0.973811
0.434202,0.536496,0.561429,0.675768,0.970379
0.432104,0.534173,0.559058,0.673104,0.966947
0.430005,0.531849,0.556687,0.670427,0.963516
0.427907,0.529522,0.554353,0.667788,0.960086
0.42581,0.5272,0.551984,0.665122,0.956657
0.423713,0.524578,0.549484,0.662499,0.953228
0.421617,0.522258,0.547115,0.65977,0.949801
0.419522,0.520328,0.544535,0.657112,0.946374
0.417427,0.517945,0.542266,0.654517,0.942948
0.415332,0.515683,0.539923,0.651812,0.939523
0.413238,0.513365,0.537558,0.649125,0.936098
0.411145,0.510759,0.535218,0.646439,0.932675
0.409052,0.508419,0.532628,0.643809,0.929252
0.40696,0.506048,0.530418,0.641204,0.92583
0.404868,0.503767,0.528017,0.638535,0.922409
0.402777,0.501252,0.525454,0.635927,0.918989
0.400687,0.498824,0.5231,0.633342,0.915569
0.398597,0.496376,0.520583,0.630693,0.912151
0.396508,0.494113,0.518142,0.627974,0.908734
0.394419,0.491864,0.515566,0.625374,0.905317
0.392331,0.489266,0.513228,0.622598,0.901901
0.390244,0.486975,0.510791,0.619957,0.898486
0.388157,0.484659,0.50843,0.617264,0.895073
0.386071,0.482584,0.506204,0.614607,0.89166
0.383986,0.480266,0.503734,0.611939,0.888248
0.381901,0.477931,0.501255,0.60923,0.884836
0.379817,0.475579,0.498913,0.606587,0.881426
0.377733,0.473273,0.49645,0.603928,0.878017
0.37565,0.470777,0.493977,0.60135,0.874609
0.373568,0.46883,0.491518,0.598637,0.871202
0.371487,0.466493,0.489026,0.596015,0.867796
0.369406,0.46425,0.486571,0.593322,0.86439
0.367326,0.461917,0.483894,0.590711,0.860986
0.365247,0.459617,0.481548,0.588083,0.857583
0.363168,0.457318,0.479151,0.585446,0.854181
0.36109,0.454837,0.476716,0.582792,0.850779
0.359013,0.452299,0.474246,0.580137,0.847379
0.356936,0.450017,0.472137,0.577506,0.84398
0.35486,0.447708,0.469661,0.574893,0.840582
0.352785,0.445643,0.467204,0.572268,0.837185
0.350711,0.443255,0.46493,0.56958,0.833789
0.348637,0.440931,0.462608,0.566928,0.830394
0.346564,0.438622,0.460257,0.564317,0.827
0.344492,0.436691,0.457776,0.561691,0.823607
0.34242,0.43449,0.455404,0.55897,0.820215
0.34035,0.432263,0.45324,0.556367,0.816825
0.33828,0.429961,0.450897,0.553676,0.813435
0.33621,0.427639,0.448508,0.550976,0.810047
0.334142,0.425337,0.446167,0.548352,0.80666
0.332074,0.423013,0.443755,0.545731,0.803274
0.330007,0.420586,0.441401,0.543112,0.799889
0.327941,0.418262,0.439002,0.540465,0.796505
0.325876,0.415966,0.436644,0.537936,0.793122
0.323812,0.413941,0.434289,0.5353,0.78974
0.321748,0.411643,0.431847,0.532693,0.78636
0.319685,0.409591,0.429425,0.530023,0.782981
0.317623,0.407293,0.427091,0.527425,0.779603
0.315562,0.404623,0.424801,0.52476,0.776226
0.313501,0.402401,0.422315,0.522104,0.77285
0.311441,0.40008,0.419868,0.519445,0.769476
0.309383,0.397801,0.417597,0.516856,0.766103
0.307325,0.395509,0.415267,0.514217,0.762731
0.305268,0.39316,0.412947,0.511587,0.75936
0.303211,0.390868,0.410615,0.508942,0.75599
0.301156,0.388553,0.408067,0.506307,0.752622
0.299101,0.386264,0.40584,0.503689,0.749255
0.297048,0.383972,0.403322,0.501111,0.745889
0.294995,0.381706,0.401106,0.498485,0.742525
0.292943,0.379394,0.398689,0.495838,0.739161
0.290892,0.377034,0.396312,0.493245,0.735799
