0.48973,0.693827,0.726442,0.934695,1.61162
0.507295,0.696669,0.723527,0.932142,1.547
0.509453,0.697098,0.725063,0.929203,1.60069
0.557863,0.69674,0.728307,0.92591,1.53747
0.564256,0.694781,0.729037,0.926567,1.60893
0.540359,0.701105,0.733885,0.928116,1.63442
0.567207,0.69854,0.732963,0.925998,1.63922
0.544104,0.697653,0.726746,0.923265,1.58846
0.55625,0.696005,0.724876,0.92116,1.52531
0.526269,0.696061,0.727122,0.92231,1.60741
0.538624,0.701474,0.730544,0.922129,1.54384
0.530856,0.705985,0.733605,0.925038,1.54503
0.541079,0.706871,0.734399,0.92127,1.46878
0.54278,0.707385,0.733237,0.920522,1.43897
0.518038,0.71468,0.730956,0.921297,1.48471
0.525991,0.715464,0.738671,0.922673,1.47884
0.518993,0.723815,0.738093,0.929118,1.52155
0.543924,0.731643,0.744054,0.932548,1.5593
0.572124,0.736295,0.750275,0.939277,1.43103
0.576827,0.746156,0.7637,0.944687,1.53088
0.609331,0.750546,0.772801,0.954285,1.5674
0.575116,0.766053,0.778078,0.961645,1.53938
0.570032,0.77864,0.790491,0.972897,1.47185
0.573271,0.786577,0.804058,0.985977,1.43363
0.626345,0.801015,0.818504,0.998443,1.52595
0.649814,0.807081,0.827922,1.00898,1.54387
0.64384,0.81297,0.836421,1.0159,1.57475
0.656874,0.819085,0.847289,1.0236,1.49992
0.647993,0.817166,0.843602,1.02362,1.68388
0.612347,0.820686,0.844129,1.02476,1.56236
0.661797,0.816734,0.843925,1.02098,1.5477
0.675607,0.817589,0.845161,1.01837,1.4782
0.654909,0.817896,0.842656,1.01855,1.5345
0.654182,0.808886,0.835333,1.01189,1.65721
0.630402,0.798391,0.826531,1.00166,1.50333
0.608354,0.788401,0.812988,0.98602,1.44506
0.627538,0.773221,0.800106,0.972129,1.42683
0.620476,0.762567,0.789692,0.958504,1.44067
0.605897,0.744441,0.769807,0.942971,1.42341
0.593911,0.727847,0.757953,0.92774,1.35608
0.590508,0.711844,0.742229,0.912295,1.34468
0.543462,0.697923,0.725857,0.898088,1.31726
0.564468,0.687019,0.714194,0.885842,1.28391
0.519033,0.678836,0.704454,0.874624,1.32049
0.54251,0.668976,0.693303,0.865339,1.31853
0.5454,0.661846,0.684453,0.856443,1.2974
0.539807,0.653547,0.681886,0.846532,1.27906
0.531612,0.648101,0.673266,0.836298,1.25128
0.527441,0.636865,0.65769,0.827083,1.27507
0.546771,0.633423,0.658003,0.818998,1.21586
0.533534,0.629016,0.653648,0.81032,1.24532
0.512413,0.622973,0.6458,0.801314,1.19717
0.500417,0.613996,0.637365,0.793113,1.20998
0.504953,0.605396,0.629004,0.784711,1.17985
0.480636,0.599132,0.62092,0.776642,1.19957
0.450626,0.595019,0.616606,0.770964,1.22797
0.459648,0.586111,0.611315,0.764252,1.14509
0.447157,0.58395,0.605519,0.758983,1.16417
0.448491,0.576335,0.601442,0.752416,1.19085
0.453198,0.571825,0.596902,0.745663,1.16217
0.469787,0.56816,0.589106,0.737785,1.18247
0.427211,0.563061,0.582012,0.731876,1.15147
0.43555,0.558129,0.580731,0.726516,1.14203
0.45641,0.553216,0.577062,0.720529,1.12394
0.420994,0.545081,0.566924,0.712173,1.14231
0.421746,0.540148,0.563009,0.705088,1.05348
0.407244,0.535959,0.558184,0.699333,1.06946
0.389848,0.529559,0.551486,0.691935,1.09871
