0.46962
0.19696
0.10118
0.08933
0.10816
0.01338
0.0056261
0.0048147
0.0030038
0.0018001
0.0012574
0.0011069
0.00090813
0.00046212
0.00046212
0.00034391
0.00018807
0.0001827
0.00017195
0.00012897
0.00012359
5.9109e-05
6.9856e-05
4.8362e-05
3.7615e-05
3.7615e-05
1.6121e-05
2.1494e-05
4.2988e-05
2.1494e-05
3.2241e-05
3.2241e-05
1.0747e-05
3.2241e-05
1.6121e-05
1.0747e-05
2.1494e-05
2.6868e-05
1.0747e-05
1.6121e-05
4.2988e-05
1.6121e-05
1.6121e-05
1.0747e-05
2.6868e-05
1.6121e-05
2.1494e-05
1.6121e-05
2.6868e-05
5.3735e-06
1.6121e-05
0
0
0
0
5.3735e-06
0
5.3735e-06
0
0
0
0
0
0
0
0
0
5.3735e-06
0
0
0
0
0
0
5.3735e-06
