-1.88414,0.950586,0.0128128,0.1,1.5041,-0.953949
-1.86841,0.950586,0.0128128,0.1,1.30068,-0.895136
-1.89048,0.950586,0.0128128,0.1,1.25058,-0.847622
-1.89588,0.950586,0.0128128,0.1,1.29259,-0.868052
-1.89507,0.955697,0.0136635,0.1,1.32956,-0.885644
-1.90052,0.956914,0.0135542,0.1,1.29064,-0.894738
-1.88968,0.956914,0.0135542,0.1,1.30517,-0.899922
-1.89642,0.960552,0.014261,0.1,1.26232,-0.862449
-1.92154,0.960552,0.014261,0.1,1.2224,-0.849038
-1.86694,0.960552,0.014261,0.1,1.21012,-0.861463
-1.89668,0.960552,0.014261,0.1,1.2617,-0.866618
-1.88869,0.962511,0.0145558,0.1,1.36379,-0.922475
-1.91928,0.962511,0.0145558,0.1,1.25929,-0.89577
-1.8572,0.968546,0.0157727,0.1,1.26729,-0.874807
-1.89488,0.969059,0.0159564,0.1,1.13126,-0.7962
-1.88537,0.968572,0.0158218,0.1,1.3742,-0.923985
-1.86637,0.968572,0.0158218,0.1,1.30043,-0.902322
-1.87526,0.968572,0.0158218,0.1,1.16274,-0.841093
-1.86064,0.968572,0.0158218,0.1,1.2256,-0.848254
-1.85824,0.968572,0.0158218,0.1,1.04941,-0.796462
-1.83946,0.971621,0.0164942,0.1,1.18319,-0.881085
-1.8392,0.971621,0.0164942,0.1,1.05154,-0.821129
-1.82631,0.971621,0.0164942,0.1,1.07634,-0.838924
-1.89745,0.971621,0.0164942,0.1,1.17792,-0.86417
-1.85584,0.971621,0.0164942,0.1,1.13149,-0.812566
-1.85099,0.971621,0.0164942,0.1,1.22398,-0.879448
-1.8566,0.971621,0.0164942,0.1,1.08736,-0.800018
-1.93182,0.971621,0.0164942,0.1,1.27479,-0.910562
-1.81339,0.971756,0.0164955,0.1,1.07866,-0.794651
-1.82906,0.971756,0.0164955,0.1,1.12978,-0.756388
-1.86783,0.971756,0.0164955,0.1,1.2091,-0.859547
-1.83755,0.971756,0.0164955,0.1,1.14405,-0.811489
-1.83239,0.971756,0.0164955,0.1,1.04634,-0.799328
-1.92004,0.971756,0.0164955,0.1,1.20858,-0.857485
-1.83587,0.971756,0.0164955,0.1,1.08569,-0.762844
-1.8658,0.971651,0.0165305,0.1,1.15855,-0.798567
-1.84421,0.967236,0.0154499,0.1,1.08587,-0.814976
-1.82279,0.967236,0.0154499,0.1,1.05144,-0.78379
-1.8629,0.967236,0.0154499,0.1,1.17631,-0.845331
-1.83276,0.967236,0.0154499,0.1,1.13554,-0.833988
-1.78913,0.967236,0.0154499,0.1,1.17933,-0.874918
-1.84464,0.967236,0.0154499,0.1,1.207,-0.887231
-1.82957,0.967236,0.0154499,0.1,1.14136,-0.790175
-1.81417,0.967236,0.0154499,0.1,1.20106,-0.826332
-1.86161,0.967236,0.0154499,0.1,1.17935,-0.848278
-1.84884,0.967236,0.0154499,0.1,1.16894,-0.814635
-1.91895,0.967236,0.0154499,0.1,1.25844,-0.829264
-1.80463,0.967236,0.0154499,0.1,1.08705,-0.769379
-1.85048,0.967236,0.0154499,0.1,1.19161,-0.838311
-1.87479,0.967236,0.0154499,0.1,1.11406,-0.771407
-1.84694,0.967236,0.0154499,0.1,1.09547,-0.826969
-1.88478,0.967236,0.0154499,0.1,1.05366,-0.77373
-1.90975,0.967236,0.0154499,0.1,1.15338,-0.819219
-1.85327,0.967236,0.0154499,0.1,0.939901,-0.771865
-1.82758,0.967236,0.0154499,0.1,0.98477,-0.782566
-1.8209,0.967236,0.0154499,0.1,1.02357,-0.768673
-1.86194,0.967236,0.0154499,0.1,1.17244,-0.852292
-1.89993,0.967236,0.0154499,0.1,1.06956,-0.797906
-1.83997,0.967236,0.0154499,0.1,0.967042,-0.785484
-1.87479,0.969289,0.0159397,0.1,0.963019,-0.79558
-1.86334,0.969289,0.0159397,0.1,1.02598,-0.791222
-1.86981,0.969289,0.0159397,0.1,1.06684,-0.824716
-1.8626,0.969289,0.0159397,0.1,1.01935,-0.779543
-1.87135,0.969289,0.0159397,0.1,1.11401,-0.780032
-1.8246,0.969289,0.0159397,0.1,1.08423,-0.749324
-1.82187,0.968723,0.0158953,0.1,1.06454,-0.749523
-1.84322,0.968723,0.0158953,0.1,0.966502,-0.740137
-1.78586,0.968723,0.0158953,0.1,0.969373,-0.726681
-1.82432,0.968723,0.0158953,0.1,1.08733,-0.810605
-1.83064,0.968723,0.0158953,0.1,1.13145,-0.827331
-1.83039,0.967549,0.0156632,0.1,0.898289,-0.744785
-1.84779,0.968474,0.0157642,0.1,0.939515,-0.745881
-1.84119,0.968474,0.0157642,0.1,1.04002,-0.808374
-1.78262,0.968474,0.0157642,0.1,0.9382,-0.773619
-1.79724,0.968474,0.0157642,0.1,0.914271,-0.732405
-1.80846,0.968474,0.0157642,0.1,1.02524,-0.795438
-1.80542,0.967769,0.0152017,0.1,1.00608,-0.800135
-1.85997,0.967769,0.0152017,0.1,1.10502,-0.820634
-1.88451,0.967769,0.0152017,0.1,0.951355,-0.771165
-1.87021,0.967925,0.0150591,0.1,0.897526,-0.72807
-1.85572,0.967925,0.0150591,0.1,0.90918,-0.713019
-1.86401,0.967925,0.0150591,0.1,1.01624,-0.770383
-1.79863,0.967925,0.0150591,0.1,0.966154,-0.736319
-1.87578,0.967925,0.0150591,0.1,0.958463,-0.712862
-1.86881,0.967925,0.0150591,0.1,0.941283,-0.695595
-1.82286,0.967925,0.0150591,0.1,0.873791,-0.696993
-1.85471,0.969904,0.0155433,0.1,1.01125,-0.788169
-1.81616,0.969904,0.0155433,0.1,0.922692,-0.73208
-1.83321,0.969904,0.0155433,0.1,0.956814,-0.77224
-1.79535,0.969904,0.0155433,0.1,0.892913,-0.724079
-1.84789,0.969637,0.0154714,0.1,1.08816,-0.791358
-1.79259,0.971425,0.0147991,0.1,1.06417,-0.822135
-1.87244,0.971425,0.0147991,0.1,0.850735,-0.709696
-1.85395,0.971425,0.0147991,0.1,1.07066,-0.775827
-1.84125,0.971425,0.0147991,0.1,1.00591,-0.734202
-1.85302,0.971425,0.0147991,0.1,1.05602,-0.785003
-1.82985,0.971425,0.0147991,0.1,0.945898,-0.752091
-1.83916,0.971425,0.0147991,0.1,1.05813,-0.770472
-1.84823,0.971425,0.0147991,0.1,0.833482,-0.650283
-1.81028,0.972691,0.0142839,0.1,0.920723,-0.736095
-1.83725,0.972691,0.0142839,0.1,1.03805,-0.777617
-1.81088,0.972691,0.0142839,0.1,0.947039,-0.749509
-1.85339,0.969744,0.0138881,0.1,0.863501,-0.735276
-1.81289,0.969744,0.0138881,0.1,1.0655,-0.786492
-1.83091,0.969744,0.0138881,0.1,0.85367,-0.686516
-1.816,0.969744,0.0138881,0.1,0.967384,-0.759747
-1.81496,0.969744,0.0138881,0.1,0.969967,-0.747203
-1.83704,0.969744,0.0138881,0.1,0.986215,-0.741616
-1.82309,0.969744,0.0138881,0.1,1.05477,-0.759239
-1.81127,0.97435,0.013602,0.1,0.953325,-0.740217
-1.8676,0.969911,0.0140948,0.1,0.865013,-0.694157
-1.86887,0.969911,0.0140948,0.1,0.843632,-0.764641
